Episode,Avg_Reward,Avg_Length,Epsilon
46100,-214.16434996109766,288.1,0.34144285714285716
46200,-206.64474772862573,307.94,0.3400142857142857
46300,-252.98753492615876,258.17,0.33858571428571427
46400,-167.9923922514496,306.67,0.3371571428571428
46500,-204.37220444887217,289.47,0.3357285714285714
46600,-219.2962332228536,264.79,0.33430000000000004
46700,-159.04543252984504,296.38,0.3328714285714286
46800,-128.10211054755834,316.22,0.33144285714285715
46900,-187.29707507397706,283.78,0.3300142857142857
47000,-213.35548792580926,269.94,0.32858571428571426
47100,-116.49248827227126,300.29,0.3271571428571428
47200,-173.47023546893834,287.44,0.3257285714285715
47300,-45.09746223146186,333.41,0.32430000000000003
47400,-157.17131963121963,344.58,0.3228714285714286
47500,-148.3984837997749,285.83,0.32144285714285714
47600,-143.5807381862087,317.41,0.3200142857142857
47700,-101.40322191171299,341.34,0.31858571428571425
47800,-147.13805675586758,296.56,0.3171571428571428
47900,-248.49045767215202,269.67,0.31572857142857147
48000,-178.34751392567586,292.46,0.3143
48100,-124.27892391294583,319.6,0.3128714285714286
48200,-47.125348938991195,360.24,0.31144285714285713
48300,-103.65409754322815,309.49,0.3100142857142857
48400,-134.13300369349452,307.72,0.30858571428571424
48500,-79.87552941603629,321.99,0.3071571428571429
48600,-190.05392191828642,290.23,0.30572857142857146
48700,-128.245612644894,338.79,0.3043
48800,-165.38092687894223,299.41,0.30287142857142857
48900,-214.40148316813128,272.25,0.3014428571428571
49000,-192.08657645336237,302.25,0.3000142857142857
49100,-121.84979705530402,312.19,0.29858571428571423
49200,-65.0973063629404,375.53,0.2971571428571429
49300,-236.8995724166478,258.16,0.29572857142857145
49400,-180.06672068659842,263.1,0.2943
49500,-115.41699931226765,322.67,0.29287142857142856
49600,-119.93498785538284,320.41,0.2914428571428571
49700,-47.646435434862326,350.4,0.29001428571428567
49800,-77.01291306488504,301.7,0.28858571428571433
49900,-111.0396217644213,302.0,0.2871571428571429
50000,-18.752263750350064,357.72,0.28572857142857144
50100,-68.47898653332481,328.49,0.2843
50200,-15.711827825101771,363.84,0.28287142857142855
50300,-19.768050802482698,353.09,0.2814428571428571
50400,-57.16041860973517,334.78,0.28001428571428566
50500,-190.84948838106135,264.74,0.2785857142857143
50600,-81.99738479524557,334.76,0.2771571428571429
50700,-137.7286465477298,317.28,0.27572857142857143
50800,-93.35857455661005,350.36,0.2743
50900,-94.23370783444892,347.27,0.27287142857142854
51000,-128.45801305969056,364.52,0.2714428571428571
51100,-93.04456209898294,368.69,0.27001428571428576
51200,-106.87555552762937,360.11,0.2685857142857143
51300,-118.79546885913084,334.55,0.26715714285714287
51400,-129.24609242115633,310.95,0.2657285714285714
51500,-38.65647059152682,376.59,0.2643
51600,-128.70513924827586,305.2,0.26287142857142853
51700,-12.683253298226026,383.16,0.2614428571428571
51800,-64.39272088318268,381.54,0.26001428571428575
51900,-110.10587634830055,314.01,0.2585857142857143
52000,-109.9401538221946,319.38,0.25715714285714286
52100,24.73514502484803,406.87,0.2557285714285714
52200,-130.2564953416918,331.86,0.25429999999999997
52300,-83.85194561054837,313.39,0.2528714285714285
52400,13.875033354969087,378.06,0.2514428571428572
52500,-48.718073509473285,337.47,0.25001428571428574
52600,-214.81015742966335,287.36,0.2485857142857143
52700,-144.98534782674668,332.61,0.24715714285714285
52800,-69.34646899612447,325.91,0.2457285714285714
52900,-49.65962816060499,363.88,0.24429999999999996
53000,-60.072809696001876,331.25,0.24287142857142852
53100,-102.64752984720383,323.29,0.24144285714285718
53200,15.296691909409194,393.42,0.24001428571428574
53300,-96.52339158314214,325.36,0.2385857142857143
53400,-16.402257407484544,368.26,0.23715714285714284
53500,23.18015901522459,381.4,0.2357285714285714
53600,-33.028287708356686,378.65,0.23429999999999995
53700,0.3388880233889961,372.4,0.23287142857142862
53800,39.73061313348942,376.77,0.23144285714285717
53900,48.13319100064369,409.96,0.23001428571428573
54000,11.220029007438198,438.04,0.22858571428571428
54100,44.98874282057267,436.43,0.22715714285714284
54200,-36.46842179677622,337.41,0.2257285714285714
54300,-131.3252893756597,306.26,0.22430000000000005
54400,-48.967748382534964,378.84,0.2228714285714286
54500,-18.023860866776744,356.05,0.22144285714285716
54600,43.29089359394337,371.5,0.22001428571428572
54700,63.85514010731779,368.03,0.21858571428571427
54800,8.260632336099167,405.21,0.21715714285714283
54900,39.83757325360083,419.58,0.21572857142857138
55000,-32.80545534958668,386.03,0.21430000000000005
55100,-27.487085323608827,373.95,0.2128714285714286
55200,-86.7003400731055,340.39,0.21144285714285715
55300,101.88666447002782,415.62,0.2100142857142857
55400,-125.60589294381347,317.65,0.20858571428571426
55500,7.064567649868643,396.11,0.20715714285714282
55600,-4.761677191467523,361.86,0.20572857142857148
55700,-11.651231188784843,370.58,0.20430000000000004
55800,29.530649119448952,425.88,0.2028714285714286
55900,-149.22532772361726,304.45,0.20144285714285715
56000,105.88536632371316,423.8,0.2000142857142857
56100,-4.620168303825681,366.02,0.19858571428571425
56200,-12.671577345367169,427.79,0.1971571428571428
56300,-74.6372745107048,322.47,0.19572857142857147
56400,35.929215269806825,390.44,0.19430000000000003
56500,115.57673518828531,394.22,0.19287142857142858
56600,56.69618205670667,443.04,0.19144285714285714
56700,97.37141550116198,437.24,0.1900142857142857
56800,80.14238380914547,484.48,0.18858571428571425
56900,40.66745363702597,411.59,0.1871571428571429
57000,37.675448593484525,354.38,0.18572857142857147
57100,37.724199366603536,361.06,0.18430000000000002
57200,112.73880713720023,457.43,0.18287142857142857
57300,103.67891149770716,381.91,0.18144285714285713
57400,-6.038657428261788,343.42,0.18001428571428568
57500,134.66477358589833,462.27,0.17858571428571424
57600,384.3900387291401,671.09,0.1771571428571429
57700,101.99648110187414,413.46,0.17572857142857146
57800,154.32252217921513,461.02,0.1743
57900,193.05015549871092,489.99,0.17287142857142856
58000,269.4342172056379,595.38,0.17144285714285712
58100,30.724353067278475,464.89,0.17001428571428567
58200,118.09901338403733,514.29,0.16858571428571434
58300,113.32619910591973,431.13,0.1671571428571429
58400,58.01093541655002,420.6,0.16572857142857145
58500,43.79007919682246,386.63,0.1643
58600,167.4313491102614,518.88,0.16287142857142856
58700,225.98255237451795,593.42,0.1614428571428571
58800,159.89227339832772,503.66,0.16001428571428566
58900,160.02712712075984,495.03,0.15858571428571433
59000,-29.572422101231037,356.68,0.15715714285714288
59100,50.24980955951335,403.39,0.15572857142857144
59200,18.85958526517088,356.08,0.1543
59300,56.34326512695227,408.8,0.15287142857142855
59400,-32.63141174064522,363.0,0.1514428571428571
59500,244.90599264692293,575.9,0.15001428571428577
59600,277.7828132722024,561.33,0.14858571428571432
59700,298.67745148945113,597.97,0.14715714285714288
59800,109.6758160781167,403.85,0.14572857142857143
59900,1.2787477603619937,356.05,0.14429999999999998
60000,-34.407818867398085,364.9,0.14287142857142854
60100,274.65487092319916,611.72,0.1414428571428571
60200,253.56995530108088,510.42,0.14001428571428576
60300,246.7192300835082,527.37,0.1385857142857143
60400,221.1148809250828,458.13,0.13715714285714287
60500,180.94192845482135,473.01,0.13572857142857142
60600,231.0671835420158,522.17,0.13429999999999997
60700,77.17356724046442,438.02,0.13287142857142853
60800,151.0681834826272,422.77,0.1314428571428572
60900,63.38545125358151,393.41,0.13001428571428575
61000,231.82329178641012,509.72,0.1285857142857143
61100,133.41041391939368,453.52,0.12715714285714286
61200,134.38318918369575,453.44,0.1257285714285714
61300,80.8685613540378,367.81,0.12429999999999997
61400,288.67641313483017,537.05,0.12287142857142852
61500,225.96526843923303,560.22,0.12144285714285719
61600,155.37412009662646,435.2,0.12001428571428574
61700,270.0878679856821,530.64,0.1185857142857143
61800,110.69867459430895,393.17,0.11715714285714285
61900,247.0650308112754,530.57,0.1157285714285714
62000,182.59746575652426,464.89,0.11429999999999996
62100,282.3269708938998,600.14,0.11287142857142862
62200,664.52425589423,985.84,0.11144285714285718
62300,700.9876046177751,946.26,0.11001428571428573
62400,393.62958362266824,567.18,0.10858571428571429
62500,194.09342140778514,520.99,0.10715714285714284
62600,132.5297237027956,501.7,0.1057285714285714
62700,143.61915468135132,461.1,0.10429999999999995
62800,119.15005213287503,402.33,0.10287142857142861
62900,254.4153118507755,479.48,0.10144285714285717
63000,184.64330989882166,430.3,0.10001428571428572
63100,153.29331856213923,387.47,0.09858571428571428
63200,100.47463084977502,423.41,0.09715714285714283
63300,167.5011691731211,451.54,0.09572857142857139
63400,220.0513417872876,498.34,0.09430000000000005
63500,344.32389192633383,594.41,0.0928714285714286
63600,274.5328841628073,508.09,0.09144285714285716
63700,440.08019175175536,626.45,0.09001428571428571
63800,263.12080385248834,471.88,0.08858571428571427
63900,377.21695187408716,559.38,0.08715714285714282
64000,389.74568816536566,596.77,0.08572857142857138
64100,248.9896940397714,519.04,0.08430000000000004
64200,181.3743923165943,414.54,0.0828714285714286
64300,333.9696356351267,538.45,0.08144285714285715
64400,233.37793059143794,486.21,0.0800142857142857
64500,430.27838963679875,661.85,0.07858571428571426
64600,351.1104960163325,572.62,0.07715714285714281
64700,534.9566926016838,788.33,0.07572857142857148
64800,553.5541450089585,736.47,0.07430000000000003
64900,165.67118035668335,415.79,0.07287142857142859
65000,204.16938259863701,457.81,0.07144285714285714
65100,204.48375144187824,435.28,0.0700142857142857
65200,325.17779113382954,513.75,0.06858571428571425
65300,370.86949224899513,512.23,0.0671571428571428
65400,197.30981511981747,510.84,0.06572857142857147
65500,262.9205352134323,458.01,0.06430000000000002
65600,224.13254627041368,413.48,0.06287142857142858
65700,149.82100451269983,406.11,0.06144285714285713
65800,131.68546792908458,450.7,0.06001428571428569
65900,339.6350429395755,616.43,0.05858571428571424
66000,354.746967898715,590.75,0.057157142857142906
66100,340.9509024139529,620.31,0.05572857142857146
66200,358.90779491898456,537.44,0.054300000000000015
66300,244.6766630922343,451.18,0.05287142857142857
66400,168.71480164736212,491.43,0.051442857142857124
66500,319.12905489884093,446.38,0.05001428571428568
66600,319.6009227792231,606.41,0.04858571428571423
66700,483.51537776463704,741.72,0.0471571428571429
66800,361.5558815582659,565.86,0.04572857142857145
66900,505.3182343863586,736.35,0.044300000000000006
67000,519.1360281355961,693.61,0.04287142857142856
67100,358.87102420075075,508.32,0.041442857142857115
67200,370.0358432529834,549.36,0.04001428571428567
67300,335.98850309461,582.52,0.038585714285714334
67400,241.9378739207326,476.7,0.03715714285714289
67500,360.4902662587457,558.02,0.03572857142857144
67600,396.5250962499935,618.58,0.0343
67700,779.0496818667161,948.32,0.03287142857142855
67800,449.983407459315,572.36,0.031442857142857106
67900,562.2910237281587,666.51,0.03001428571428566
68000,809.90215319689,1048.47,0.028585714285714325
68100,726.2208912427201,909.16,0.02715714285714288
68200,1098.0148539276715,1251.89,0.025728571428571434
68300,1404.8672360069168,1664.41,0.02429999999999999
68400,686.5424299199285,905.14,0.022871428571428543
68500,393.74606143621867,608.09,0.021442857142857097
68600,485.3225211300315,580.17,0.020014285714285762
68700,384.8630642914546,558.2,0.018585714285714316
68800,417.7617849873781,560.36,0.01715714285714287
68900,437.92655087656175,521.0,0.015728571428571425
69000,273.8904117373772,432.21,0.01429999999999998
69100,630.3011811845179,753.53,0.012871428571428534
69200,908.4241608566549,1087.57,0.011442857142857088
69300,744.0300588969516,901.25,0.010014285714285753
69400,798.840727475447,988.32,0.01
69500,486.51160784842716,696.03,0.01
69600,488.4868040745535,611.35,0.01
69700,418.30067724544534,641.82,0.01
69800,663.4002363254704,853.09,0.01
69900,1049.8413750374464,1167.17,0.01
70000,773.7282660806791,881.93,0.01
70100,582.104396908134,709.16,0.01
70200,449.39264373338415,545.3,0.01
70300,649.4996748260597,761.98,0.01
70400,504.2049790952509,690.01,0.01
70500,1006.4994721753229,1120.18,0.01
70600,710.759836998161,811.7,0.01
70700,1126.5160538719267,1257.1,0.01
70800,1649.338667733135,1786.46,0.01
70900,774.3644105335756,895.47,0.01
71000,963.2404160029399,1164.19,0.01
71100,636.0399661113727,826.33,0.01
71200,1004.8203478942279,1192.28,0.01
71300,782.6164777095358,985.57,0.01
71400,1654.697844858478,1810.2,0.01
71500,1556.353493491747,1711.23,0.01
71600,2479.5970067694534,2587.07,0.01
71700,1000.7994067301369,1217.98,0.01
71800,1261.5491935910218,1478.79,0.01
71900,923.9941685466982,1112.14,0.01
72000,1512.3752211354504,1711.65,0.01
72100,699.3135204498554,812.26,0.01
72200,494.2400318079733,677.69,0.01
72300,842.3650291205687,961.12,0.01
72400,844.1702156302465,995.78,0.01
72500,889.1918976466275,1047.35,0.01
72600,1723.0944284067582,1943.48,0.01
72700,947.2503057556198,1103.01,0.01
72800,880.736553351552,1028.56,0.01
72900,832.7681417221569,966.44,0.01
73000,394.21368473513473,552.37,0.01
73100,525.6275971643709,650.52,0.01
73200,348.3551019831237,434.68,0.01
73300,409.2618220536481,501.44,0.01
73400,118.77896933766021,422.57,0.01
73500,303.256202039865,497.07,0.01
73600,474.3969213093231,636.33,0.01
73700,640.7530722563256,801.67,0.01
73800,652.6704984052645,798.8,0.01
73900,1048.3457346218563,1277.55,0.01
74000,643.9334903036442,912.26,0.01
74100,998.1284623013031,1116.45,0.01
74200,831.5413259866752,1027.92,0.01
74300,392.30525331165876,578.49,0.01
74400,1209.3578607960353,1507.06,0.01
74500,852.5991415563535,1029.49,0.01
74600,662.7655970926598,818.5,0.01
74700,545.2379460408131,671.91,0.01
74800,1086.3400467569463,1221.83,0.01
74900,604.7421246407536,768.38,0.01
75000,574.5746473705344,775.71,0.01
75100,731.766978743958,962.01,0.01
75200,609.9403592183198,829.02,0.01
75300,776.194694814755,936.24,0.01
75400,1324.8545375627507,1478.12,0.01
75500,530.5507267345107,634.21,0.01
75600,578.2120445784849,712.18,0.01
75700,692.6330491137518,795.38,0.01
75800,1052.9442370233787,1187.35,0.01
75900,514.8977602078005,743.3,0.01
76000,835.6328745537372,943.8,0.01
76100,1146.5910761155696,1267.06,0.01
76200,932.2819790161687,1065.03,0.01
76300,921.827277004359,1058.22,0.01
76400,1028.770594067084,1176.3,0.01
76500,1308.2934143478528,1450.45,0.01
76600,1001.0586145482712,1118.63,0.01
76700,689.5963050295182,936.67,0.01
76800,675.5065746190492,756.2,0.01
76900,1343.829089135991,1463.13,0.01
77000,855.4518114993523,1018.15,0.01
77100,1064.3430910802128,1143.82,0.01
77200,1485.7619352822578,1629.07,0.01
77300,1798.1521162892197,2004.22,0.01
77400,1344.5504330802685,1458.6,0.01
77500,857.2130139732174,1006.62,0.01
77600,1167.8587653952331,1240.88,0.01
77700,572.2878743549878,668.78,0.01
77800,549.3208845900579,721.72,0.01
77900,513.6485507222582,672.33,0.01
78000,578.3748581548406,699.96,0.01
78100,562.6986810962248,836.35,0.01
78200,646.4970485935065,767.06,0.01
78300,838.1432049797347,1049.42,0.01
78400,747.4387280953981,898.36,0.01
78500,1091.5063795957444,1240.15,0.01
78600,1637.3018454059138,1758.72,0.01
78700,872.9111992452835,999.74,0.01
78800,544.6609202347779,694.67,0.01
78900,629.5987447134489,801.85,0.01
79000,1347.8748381769121,1500.24,0.01
79100,557.6797370136637,727.48,0.01
79200,447.6930729941991,579.12,0.01
79300,891.6481866961652,1049.1,0.01
79400,1000.1364048157282,1184.5,0.01
79500,546.7176925881197,679.42,0.01
79600,1161.5293183263334,1330.21,0.01
79700,1020.9579401573767,1166.78,0.01
79800,695.2644502046074,942.23,0.01
79900,929.9458770917106,1064.09,0.01
80000,386.32078716031157,469.02,0.01
80100,474.6106897546448,546.72,0.01
80200,579.8877527013951,636.23,0.01
80300,482.65970883552626,612.08,0.01
80400,427.63026614664784,675.99,0.01
80500,391.6864789274347,566.36,0.01
80600,451.6951403752421,592.94,0.01
80700,320.22626502003845,513.66,0.01
80800,298.02415687779387,488.81,0.01
80900,335.062033662287,437.59,0.01
81000,1505.1260720308858,1654.47,0.01
81100,683.3447598110599,783.51,0.01
81200,875.4761806259244,947.49,0.01
81300,928.3138940132799,1087.94,0.01
81400,683.2836995420188,832.87,0.01
81500,504.13167707472536,639.0,0.01
81600,349.66600003010603,424.25,0.01
81700,380.8025393899034,490.78,0.01
81800,525.3306168589007,683.83,0.01
81900,524.5725144250413,577.92,0.01
82000,377.28311829306244,477.14,0.01
82100,655.3879278437175,759.19,0.01
82200,627.5957862583588,833.69,0.01
82300,579.2191124667188,777.89,0.01
82400,862.5910335330767,1042.18,0.01
82500,974.885438489306,1109.03,0.01
82600,555.267196250949,734.57,0.01
82700,973.6439073573445,1073.28,0.01
82800,1138.996409787593,1353.18,0.01
82900,1053.1247652239485,1145.18,0.01
83000,648.1932629544752,821.41,0.01
83100,664.0510034240816,850.42,0.01
83200,754.4171816913301,825.62,0.01
83300,592.2865467748402,672.97,0.01
83400,650.4477875317234,729.15,0.01
83500,366.6611492761556,476.35,0.01
83600,791.1268874605095,896.94,0.01
83700,698.5850613047513,870.21,0.01
83800,564.8866851639547,688.46,0.01
83900,824.6714133794952,922.48,0.01
84000,477.08068237026527,582.47,0.01
84100,786.2544390040546,852.99,0.01
84200,390.2890436405552,471.98,0.01
84300,487.82837139967603,604.49,0.01
84400,574.5553453523468,692.69,0.01
84500,541.1698491680149,639.31,0.01
84600,473.6728294446015,601.37,0.01
84700,409.4136140949707,531.53,0.01
84800,470.9522429195724,620.48,0.01
84900,421.74110943539984,645.32,0.01
85000,828.0334677960548,1001.07,0.01
85100,461.78854844629296,662.48,0.01
85200,582.04134666161,821.67,0.01
85300,722.4546992517835,849.6,0.01
85400,376.4885132686514,563.4,0.01
85500,854.0114721500149,1077.32,0.01
85600,1812.5791519720774,1947.98,0.01
85700,1725.3966806334047,1918.85,0.01
85800,709.9056940997641,900.59,0.01
85900,573.2785109106305,747.18,0.01
86000,284.1004129154386,557.95,0.01
86100,617.7239587739182,808.51,0.01
86200,911.9730422401251,1056.97,0.01
86300,925.6359010643584,1042.81,0.01
86400,610.9268972164484,717.97,0.01
86500,586.8336753593798,729.82,0.01
86600,495.6194403351628,615.22,0.01
86700,596.5782418021895,709.18,0.01
86800,820.7979225925704,957.05,0.01
86900,1575.3502776402217,1686.33,0.01
87000,956.1066158132137,1097.37,0.01
87100,499.22622042921995,680.31,0.01
87200,289.1598262903155,470.79,0.01
87300,615.4273302119286,751.63,0.01
87400,1065.2835063081752,1249.44,0.01
87500,700.3639080147888,911.7,0.01
87600,583.5443991736349,744.28,0.01
87700,883.5006709804718,983.67,0.01
87800,849.458316927536,1031.15,0.01
87900,768.0641759380737,853.83,0.01
88000,1069.8660109177843,1204.44,0.01
88100,428.8490954983289,556.46,0.01
88200,652.437274836017,777.45,0.01
88300,1441.2073786279186,1558.03,0.01
88400,1520.8019500959285,1654.15,0.01
88500,1225.011386600974,1391.31,0.01
88600,1646.8760756287866,1758.64,0.01
88700,524.4039454456874,660.14,0.01
88800,743.2420481776167,932.82,0.01
88900,774.5843672369114,924.28,0.01
89000,802.588343245743,1054.34,0.01
89100,1069.6896399727937,1204.19,0.01
89200,1239.1704988038516,1353.95,0.01
89300,988.3556734727193,1151.55,0.01
89400,480.11868980109483,629.06,0.01
89500,945.1782176612049,1130.1,0.01
89600,849.3828094447366,964.14,0.01
89700,944.5599895106652,1023.93,0.01
89800,599.3674481033443,662.49,0.01
89900,535.058873574582,624.07,0.01
90000,493.1319512590562,670.0,0.01
90100,830.4346096099232,972.82,0.01
90200,1354.881154863907,1443.67,0.01
90300,761.2497263378473,911.15,0.01
90400,534.5188256715231,636.25,0.01
90500,296.01297768023693,418.75,0.01
90600,244.49798224821944,393.76,0.01
90700,257.8884307378888,378.74,0.01
90800,299.03212102992745,440.52,0.01
90900,492.2280068203748,652.35,0.01
91000,854.4539774600801,982.24,0.01
91100,601.247476942767,706.4,0.01
91200,662.1275799100164,846.86,0.01
91300,454.4035597461401,531.25,0.01
91400,552.9921607517351,633.29,0.01
91500,578.743134964321,699.49,0.01
91600,763.4784595630872,809.39,0.01
91700,989.4758639186734,1166.0,0.01
91800,1274.3972815056509,1435.71,0.01
91900,746.3258261511389,911.35,0.01
92000,1223.8088858211008,1389.82,0.01
92100,1508.1984811498703,1645.99,0.01
92200,1079.5362603793938,1192.91,0.01
92300,753.3642847771279,967.4,0.01
92400,561.935050637656,638.39,0.01
92500,415.6210921681827,586.97,0.01
92600,487.4005144946002,591.28,0.01
92700,369.5480479365863,513.99,0.01
92800,405.05172404940043,612.73,0.01
92900,777.6423926648865,874.66,0.01
93000,766.7975145137658,872.11,0.01
93100,478.33291286831235,697.8,0.01
93200,725.5672145489787,971.58,0.01
93300,361.2900302955218,503.35,0.01
93400,687.299201763644,870.52,0.01
93500,528.5420047608932,736.23,0.01
93600,333.56143713234604,533.73,0.01
93700,375.3206989809631,556.62,0.01
93800,373.42531977213423,496.91,0.01
93900,398.61371891334585,467.04,0.01
94000,506.33026869333816,598.01,0.01
94100,529.3666119738721,693.16,0.01
94200,515.2420131819525,739.78,0.01
94300,1219.4711457214567,1417.09,0.01
94400,2143.291862652685,2362.28,0.01
94500,1294.182211157223,1452.12,0.01
94600,607.3011280652254,808.02,0.01
94700,836.2457007215052,1002.85,0.01
94800,1055.6172471308162,1274.07,0.01
94900,474.10182824517574,572.91,0.01
95000,491.04744621517995,556.33,0.01
95100,579.9737645585411,819.64,0.01
95200,647.7956460206732,779.34,0.01
95300,735.3258084723304,842.66,0.01
95400,456.519578480864,584.87,0.01
95500,301.901330775077,507.94,0.01
95600,375.1224655344252,531.93,0.01
95700,469.6917646936644,611.99,0.01
95800,379.5470304097173,534.92,0.01
95900,511.4244404046721,716.14,0.01
96000,420.6281343343121,721.09,0.01
96100,967.224892471154,1198.94,0.01
96200,668.1085541960548,875.48,0.01
96300,861.5049391781437,962.02,0.01
96400,1567.7385791531963,1780.64,0.01
96500,560.8371082704009,835.05,0.01
96600,901.796402057966,1042.54,0.01
96700,1257.4778936404398,1389.62,0.01
96800,1699.2772417783542,1877.4,0.01
96900,1146.423185809313,1299.97,0.01
97000,998.7392192681136,1221.16,0.01
97100,512.5657806711542,667.73,0.01
97200,648.5065022071263,797.53,0.01
97300,606.4527764299812,682.76,0.01
97400,762.9915361323306,851.45,0.01
97500,409.86111962231143,565.24,0.01
97600,802.8814500596274,951.88,0.01
97700,1877.363448178194,2130.5,0.01
97800,1037.252936793725,1248.02,0.01
97900,851.0638335584623,1064.32,0.01
98000,1979.972836469664,2066.2,0.01
98100,1901.7246016883637,2071.7,0.01
98200,2153.9387049466104,2306.44,0.01
98300,791.430035930749,951.41,0.01
98400,776.7340879625574,957.89,0.01
98500,376.97055901474266,547.74,0.01
98600,606.0830909730969,695.45,0.01
98700,2159.950908489153,2412.75,0.01
98800,2164.5764953694393,2377.31,0.01
98900,1007.1500147944842,1225.81,0.01
99000,603.2155815821008,720.43,0.01
99100,545.2051590428154,696.44,0.01
99200,588.8413115056754,771.85,0.01
99300,830.2067287253361,966.54,0.01
99400,930.802209719186,1057.72,0.01
99500,780.7192566900655,898.47,0.01
99600,679.631667485355,793.71,0.01
99700,466.20023499244684,600.82,0.01
99800,317.2721968277746,427.53,0.01
99900,235.0171383582226,420.17,0.01
100000,305.86718415189176,485.84,0.01
